Lng,Lat,Naam,beschrijving
4.8688632127,52.3291387295,Brug no. 805,gijsbrecht_van_aemstelpark10 in de Buitenveldertselaan bij het Gijsbrecht van Aemstelpark
4.8733290907,52.3353097509,Lex van Deldenbrug (808),in het George Gershwinplein over de Boelegracht
4.869072425,52.3227750379,Brug no. 811,buitenveldertselaan1 in de Buitenveldertselaan bij het Kleine Loopveld
4.865311968,52.3229356987,Brug no. 812,de_cuserstraat1 in de De Cuserstraat bij het Kleine Loopveld
4.8732781287,52.3229012714,Brug no. 813,bongart in de Bongart bij het Kleine Loopveld
4.8852997895,52.3230930802,Brug no. 814,nederhoven in Nederhoven bij het Kleine Loopveld
4.8623239871,52.33032219,Brug no. 815,hunneschans in de Hunneschans bij de Van der Boechorststraat
4.8860990878,52.3331446645,Brug no. 816,dikninge in Dikninge bij De Klencke
4.8864155885,52.32939116,Brug no. 817,rhijnestein in Rhijnestein bij het Gijsbrecht van Aemstelpark
4.8780524608,52.3229537321,Brug no. 818,reimersbeek in Reimersbeek bij het Kleine Loopveld
4.8756867524,52.3331053282,Brug no. 820,willem_van_weldammelaan in de Willem van Weldammelaan bij de Frieslandstraat
4.8911845561,52.324988172,Brug no. 821,de_borcht in De Borcht bij het Amstelpark
4.8787927505,52.3290108746,Brug no. 822,gijsbrecht_van_aemstelpark in het Gijsbrecht van Aemstelpark bij de Van Leijenberghlaan
4.8781436559,52.3286994314,Brug no. 823,gijsbrecht_van_aemstelpark1 in het Gijsbrecht van Aemstelpark bij de Van Nijenrodeweg
4.8760354396,52.3288928543,Brug no. 824,gijsbrecht_van_aemstelpark2 in het Gijsbrecht van Aemstelpark bij Enzerinck
4.8752736923,52.3283650374,Brug no. 825,gijsbrecht_van_aemstelpark4 in Gijsbrecht van Aemstelpark bij Backershagen
4.8746567842,52.3288797409,Brug no. 826,gijsbrecht_van_aemstelpark6 in het Gijsbrecht van Aemstelpark bij Enzerick
4.8726934072,52.3283158616,Brug no. 827,gijsbrecht_van_aemstelpark7 in het Gijsbrecht van Aemstelpark bij de Van Nijenrodeweg
4.8698449012,52.3288633491,Brug no. 828,gijsbrecht_van_aemstelpark9 in het Gijsbrecht van Aemstelpark bij De Kamp
4.8698449012,52.3288633491,Brug no. 829,gijsbrecht_van_aemstelpark11 in het Gijsbrecht van Aemstelpark bij de Buitenveldertselaan
4.8712718364,52.3283322536,Brug no. 830,gijsbrecht_van_aemstelpark8 in het Gijsbrecht van Aemstelpark bij Teilingen
4.8755633708,52.3291583995,Brug no. 831,gijsbrecht_van_aemstelpark3 in het Gijsbrecht van Aemstelpark bij de Willem van Weldammelaan
4.8732191201,52.3291387295,Brug no. 832,gijsbrecht_van_aemstelpark5 in het Gijsbrecht van Aemstelpark bij Slangenburg
4.8795169469,52.3331217183,Brug no. 833,van_leijenberghlaan in de Van Leijenberghlaan bij de Frieslandstraat
4.862270343,52.3288305657,Brug no. 834,van_der_boechorststraat in de Van der Boechorststraat bij Egelenburg
4.8641264316,52.3290961113,Brug no. 835,cannenburg in het Gijsbrecht van Aemstelpark bij Cannenburg
4.8911148187,52.3287830295,Rode Brug (836),van_nijenrodeweg in het Amstelpark bij de Van Nijenrodeweg
4.8889851447,52.3359866259,Brug no. 837,drentestraat in de Barbara Strozzilaan bij de Europaboulevard
4.8931264755,52.3331446645,Brug no. 838,amstelpark1 in het Amstelpark bij het Doolhof
4.8958301421,52.3321382976,Brug no. 839,amstelpark5 in het Amstelpark bij de speeltuin
4.891028988,52.3322202502,Brug no. 840,europaboulevard toegang tot het Amstelpark vanaf de Europaboulevard
4.8971605178,52.3327086843,Brug no. 841,amsteldijk2 in het Amstelpark bij de Ringweg Zuid
4.895776498,52.3306467346,Brug no. 844,amstelpark7 in het Amstelpark bij de Amsteldijk
4.8959750951,52.3288813602,Brug no. 845,amstelpark8 in het Amstelpark bij de Amsteldijk
4.9307713927,52.329243616,Brug no. 846,v_d_madeweg in het Metrostation Duivendrecht bij de Van de Madeweg
4.8629341897,52.3226545418,Brug no. 849,in het ecolint van het Klein Loopveld
4.86422165,52.3226676571,Brug no. 850,in het ecolint van het Klein Loopveld
4.8669521388,52.3221004198,Brug no. 851,in het ecolint van het Klein Loopveld
4.9172396482,52.3317957145,Brug no. 854,de_heusweg in de De Heusweg over de Duivendrechtsevaart
4.8916740593,52.3389849103,Brug no. 856,president_kennedylaan bij de RAI in de oprit naar de parkeergarage
4.8684717239,52.3405343477,Brug no. 857,parnassusweg1 in de Parnassusweg bij het Kantongerecht
4.8684770883,52.3406818342,Brug no. 858,parnassusweg in de Parnassusweg bij het Kantongerecht
4.8688204111,52.3405507351,Brug no. 859,strawinskylaan1 in de Parnassusweg bij de Strawinskylaan
4.8717654766,52.3407473836,Brug no. 860,strawinskylaan in de Strawinskylaan bij de Eduard van Beinumstraat
4.8732245983,52.3408391526,Brug no. 863,strawinskylaan2 in de Strawinskylaan bij het Zuidplein
4.8764915289,52.3410259674,Brug no. 864,strawinskylaan3 in de Strawinskylaan bij de Beethovenstraat
4.8882074178,52.3348836058,Brug no. 865,de_boelelaan in de De Boelelaan bij de Tommaso Albinonistraat
4.8769314111,52.3406523369,Brug no. 866,beethovenstraat in de Stravinskylaan bij de Beethovenstraat
4.891157734,52.3376779488,Brug no. 867,ringweg_zuid_europaboulevard in de oprit naar de Ringweg Zuid over de Europaboulevard
4.8918443795,52.3378156117,Brug no. 868,europaboulevard2 in de Europaboulevard over de Groene Zoom
4.8924344655,52.3372879014,Brug no. 869,europaboulevard1 in de afrit van de Ringweg Zuid over de Europaboulevard
4.8986089107,52.3337248722,Brug no. 870,amsteldijk1 in Rozenoord bij de Amsteldijk
4.9481439468,52.2935742581,Brug no. 871,meibergdreef in de Meibergdreef bij de Muntbergweg
4.9515825387,52.2947816359,Brug no. 872,muntbergdreef in de Muntbergweg bij het AMC
4.951008546,52.2954279632,Brug no. 873,muntbergdreef2 in de Muntbergweg bij de Meibergdreef
4.9447107192,52.3115830809,Brug no. 874,arena_boulevard een opstelplaats in de Arena Boulevard bij de Heineken Music Hall
4.957091796,52.2991941906,Brug no. 875,pietersbergweg in de Pietersbergweg in de Bullewijk
4.9549943086,52.301198559,Brug no. 876,paalbergweg in de Paalbergweg in de Bullewijk
4.8883172747,52.4094224913,Brug no. 889,algolstraat1 bij de Algolstraat over de Oostertocht
4.8880758759,52.4098086298,Brug no. 890,algolstraat in de Algolstraat over de Oostertocht
4.8861339566,52.410417282,Brug no. 891,antarusstraat bij de Antarusstraat over de Oostertocht
4.8852595564,52.4111306378,Brug no. 892,pegasusstraat bij Pegasusstraat over de Oostertocht
4.8911550518,52.4163790113,Brug no. 893,standaardmolen in de Stellingweg bij Standaardmolen
4.8918470618,52.4191763617,Brug no. 895,rosmolen in de Stellingweg bij Rosmolen
4.8884352919,52.4213617704,Brug no. 896,grondzeiler in de Molenaarsweg bij Grondzeiler
4.885318565,52.4212472682,Brug no. 897,bovenkruier1 in de Molenaarsweg bij Bovenkruier
4.8839667317,52.4203901275,Brug no. 898,bovenkruier in de Stellingweg bij Bovenkruier
4.8851576325,52.419330129,Brug no. 899,bergmolen in de Stellingweg bij Bergmolen
4.9118885275,52.4022423169,Brug no. 901,kamperfoelieweg2 in Barkpad bij de Kamperfoelieweg
4.9111267802,52.4080971596,Brug no. 904,aakstraat in de Aakstraat bij het Vikingpad
4.9088522669,52.4062678093,Brug no. 905,vishoekerpad in het Vishoekerpad bij het Vikingpad
4.9062076088,52.4048736559,Brug no. 906,barkpad in het Barkpad bij het Vikingpad
4.9124276515,52.4030687182,Brug no. 907,schepenlaan in de Schepenlaan bij de Kamperfoelieweg
4.911330628,52.4024125077,Brug no. 908,kamperfoelieweg3 in de Kamperfoelieweg bij het Barkpad
4.9107029911,52.4005436452,Brug no. 909,kamperfoelieweg1 in de Kamperfoelieweg over de Metaalbewerkersweg
4.9227058765,52.3986567011,Brug no. 912,buikslotermeerdijk in de Buikslotermeerdijk bij de Nieuwe Purmerweg
4.9068835255,52.4027005215,Brug no. 913,wildepark1 in het park bij de Buiksloterbreek
4.9186262366,52.408260783,Brug no. 915,binnenvaart2 bij Binnenvaart en het Parlevinkerspad
4.9197473999,52.4077404586,Brug no. 916,bramzeil bij Binnenvaart en het Parlevinkerspad
4.9251493689,52.4077240961,Brug no. 917,noordhollandsche_kanaaldijk1 in Voordewind bij de Noordhollandschkanaaldijk
4.9206378933,52.4101751311,Brug no. 918,overslag tussen Overslag en Zeevaarthof
4.9170705553,52.4118799763,Brug no. 919,voordek tussen Voordek en Windscheeps
4.918400931,52.4136960057,Brug no. 923,tussendek tussen Midscheeps en Tussendek
4.9154022213,52.4095861098,Brug no. 924,westerlengte1 tussen Westerlengte en de Banne Buikslootlaan
4.9444252365,52.4029350519,Brug no. 930,in het J. Driverplantsoen bij Amerboswesterlengte1 tussen Westerlengte en de Banne Buikslootlaan
4.9244868633,52.3950887979,Brug no. 931,in de Nieuwe Leeuwarderweg bij de Waddendijk
4.9265188091,52.3973839389,Brug no. 932,nieuwe_leeuwarderweg1 in de Nieuwe Leeuwarderweg bij de Purmerweg
4.92881478,52.3992267502,Brug no. 933,nieuwe_leeuwarderweg3 in de Nieuwe Leeuwarderweg bij het J.H. Hisgenpad
4.9282407873,52.3966605408,Brug no. 934,purmerweg2 in de Nieuwe Purmerweg bij Loenermark
4.92875694,52.3970822767,Brug no. 935,loenermark in Loenermark bij de Nieuwe Purmerweg
4.9330699321,52.4025254224,Brug no. 936,nieuwe_leeuwarderweg4 in de Nieuwe Leeuwarderweg over de IJdoornlaan
4.9298673745,52.396362147,Brug no. 939,waddenweg1 in de Waddenweg bij de Nieuwe Purmerweg
4.9339014169,52.4011966106,Brug no. 940,loenermark2 in Loenermark bij de IJdoornlaan
4.929051983,52.4038607399,Brug no. 941,g_l_scheurleerweg in de IJdoornlaan bij de G.L. Scheurleerweg
4.9346888178,52.4017862644,Brug no. 942,loenermark1 in de IJdoornlaan bij Loenermark
4.9284768217,52.394280772,Brug no. 943,waddenweg3 in de Waddenweg over de Ringsloot Buikslotermeer
4.9382305022,52.4000772355,Brug no. 944,ijdoornlaan7 in de IJdoornlaan over De Wieden
4.9397432681,52.4015042701,Brug no. 945,lohuis in Lohuis over De Wieden
4.9408429738,52.4026039716,Brug no. 946,kampina in Kampina over De Wieden.
4.9417388316,52.4030261712,Brug no. 947,de_wieden in De Wieden bij de J.H. van Heekweg
4.9448501941,52.4017628333,Brug no. 948,in de J. Drijverweg over de J.H. van Heekweg
4.9471944448,52.4008071236,Brug no. 949,th_weeversweg1 in de Th. Weeversweg bij de J.H. van Heekweg
4.9468242999,52.3981264439,Brug no. 950,ijdoornlaan1 in het Baanakkerspark bij IJdoornlaan
4.9490934488,52.4002768922,Brug no. 951,j_h_van_heekweg in de J.H. van Heekweg bij het Baanakkerspad
4.9479615565,52.3992295028,Brug no. 952,spelderholt in de Bosplaat bij het Baanakkerspad
4.9473285552,52.3986272426,Brug no. 953,ijdoornlaan10 in de IJdoornlaan bij de Bosplaat
4.9437987682,52.3996844656,Brug no. 954,ijdoornlaan12 in de IJdoornlaan over Savelsbos
4.9386328336,52.4004503637,Brug no. 956,dijkwater in Dijkwater over De Wieden
4.9317100521,52.3978465833,Brug no. 957,waddenweg2 in de Waddenweg bij Het Breed
4.9294746035,52.3989059822,Brug no. 958,nieuwe_leeuwarderweg2 in Loenerpark bij de Nieuwe Leeuwarderweg
4.9359548204,52.4011447633,Brug no. 959,waddenweg in de Waddenweg bij het Buikslotermeerplein
4.9399068829,52.3994373461,Brug no. 960,ijdoornlaan11 in de IJdoornlaan bij de Zilverberg
4.9299198502,52.3960025983,Brug no. 961,purmerweg4 in de Nieuwe Purmerweg bij de Waddenweg
4.9362939473,52.3936484617,Brug no. 962,purmerweg3 in de Nieuwe Purmerweg bij de Buikslotermeerdijk
4.9333435174,52.3949807743,Brug no. 963,het_breed in Het Breed bij de Nieuwe Purmerweg
4.9338316795,52.3945781387,Brug no. 964,purmerweg5 in de Nieuwe Purmerweg bij het Breed
4.9386757489,52.3948269221,Brug no. 965,purmerweg6 tussen het Hoogt en de Buikslotermeerdijk
4.9439972516,52.3973343193,Brug no. 966,th_weeversweg tussen de Th. Weeversweg en het Baanakkerspad
4.9221077439,52.4059143661,Brug no. 967,ijdoornlaan13 in de IJdoornlaan bij de Statenjachtlaan
4.9251440045,52.4048049289,IJdoornlaanbrug (970),ijdoornlaan8 in de IJdoornlaan over het Noordhollandsch Kanaal
4.9176606413,52.4080349826,Brug no. 971,ijdoornlaan in de IJdoornlaan bij het Koopvaardersplein
4.9155953404,52.4094617598,Brug no. 972,westerlengte2 tussen Westerlengte en de Banne Buikslootlaan
4.9180683371,52.4083491394,Brug no. 973,binnenvaart1 in het Parlevinkerspad bij Binnenvaart
4.9215713021,52.406788151,Brug no. 974,oosterlengte1 tussen Oosterlengte en de Statenjachtstraat
4.9221077439,52.4059143661,Brug no. 975,oosterlengte tussen Lijzijde en de Statenjachtstraat
4.9704223748,52.3920378483,Brug no. 978,sportpark_de_weren bij Sportpark De Weren over de Zwarte Gouw
4.9520814296,52.3993015116,Brug no. 980,van_heekpad tussen het J.H. van Heekpad en de Markengouw
4.9507993337,52.3976158197,Brug no. 981,ijdoornlaan6 in de IJdoornlaan bij de Beemsterstraat
4.9444103118,52.3937597621,Brug no. 984,koedijkpad in het Koedijkpad bij de Schoorlstraat
4.9453061696,52.3948792974,Brug no. 985,werengouw_west in de Werengouw bij de Ilperveldstraat
4.949570882,52.3961984795,Brug no. 986,duinluststraat in de Duinluststraat bij de Jisperveldstraat
4.9565110978,52.3882787031,Brug no. 987,werengouw_oost in de Werengouw bij het Zuiderzeepark
4.9427580711,52.3939234386,Brug no. 988,enkhuizerstraat tussen de Enkhuizerstraat en de Ilperveldstraat
4.9626748141,52.3899647516,Brug no. 989,markengouw_oost in de Markengouw bij de Zuiderzeeweg
4.9536357697,52.3874896758,Brug no. 990,schellingwouderbreek3 in de Schellingwouderbreek bij De Breekstraat
4.9536357697,52.3880528005,Brug no. 991,schellingwouderbreek2 in de Schellingwouderbreek bij De Breekstraat
4.9535123881,52.3888090787,Brug no. 992,schellingwouderbreek1 in de Schellingwouderbreek bij De Breekstraat
4.9536411341,52.3893296264,Brug no. 993,schellingwouderbreek in de Schellingwouderbreek bij De Breekstraat
4.9735873815,52.3881649335,Brug no. 994,volkstuincomplex_liergouw in het Volkstuinenpark Liergouw over de Weersloot
4.9023009714,52.3831694192,Brug Overhoeks (995),badhuisweg in de IJpromenade over het Buiksloterkanaal
4.9558298167,52.3991763143,Brug no. 996,grootslagstraat in de Grootslagstraat bij de Ringweg Noord
4.8534794029,52.3417429229,Na Druk Gelukbrug (999),stadionkade tussen het IJsbaanpad en het Olympisch Stadionterrein
4.9595245596,52.3081852553,Brug no. 1001,huntumdreef in de Huntumdreef bij het Bullewijkpad
4.9536800262,52.308421406,Brug no. 1003,foppingadreef1 in de Foppingadreef bij Horstenberg
4.9539375182,52.3074439961,Brug no. 1004,karspeldreef7 in de Karspeldreef bij Heesterveld
4.952253091,52.3099760337,Brug no. 1005,foppingadreef2 in de Foppingadreef bij Hoptille
4.9507939693,52.3115535642,Brug no. 1006,foppingadreef in de Foppingadreef bij Hoorneboeg
4.9499785777,52.3116650715,Brug no. 1007,hoogoorddreef in de Hoogoorddreef bij Hoekenrode
4.9494850513,52.3129736215,Brug no. 1008,poppingadreef in de Foppingadreef bij het Bijlmerplein
4.9480259296,52.3138033337,Brug no. 1009,bijlmerdreef3 in de Bijlmerdreef bij Hoekenrode
4.9509334441,52.3148625879,Brug no. 1010,bijlmerdreef1 in de Bijlmerdreef bij het Abcouderpad
4.9511051055,52.3164760162,Brug no. 1011,dolingadreef5 in de Dolingadreef bij het Ganzenhoefpad
4.9496030685,52.3181287354,Brug no. 1012,dolingadreef in de Dolingadreef bij Dennerode
4.9553859111,52.3163710795,Brug no. 1013,bijlmerdreef in de Bijlmerdreef bij het Reigersbospad
4.9599563953,52.317925428,Brug no. 1014,florijn1 in de Bijlmerdreef bij Florijn
4.9708059307,52.3251471855,Brug no. 1018,elsrijkdreef in de Elsrijkdreef bij het Strandvlietpad
4.9719968315,52.3136557576,Brug no. 1032,karspeldreef1 in de Karspeldreef bij Kelbergen
4.9699637171,52.3129408262,Brug no. 1033,karspeldreef in de Karspeldreef bij Kelbergen
4.965817022,52.3115306068,Brug no. 1034,karspeldreef2 in de Karspeldreef in het Bijlmerpark
4.9638268229,52.310858277,Brug no. 1035,karspeldreef3 in de Karspeldreef in het Reigersbospad
4.961595225,52.3100777058,Brug no. 1036,karspeldreef8 in de Karspeldreef bij Huntum
4.95742439,52.3137049497,Brug no. 1039,flierbosdreef in de Flierbosdreef bij Hoogoord
4.9601817008,52.3096218195,Brug no. 1041,karspeldreef9 in de Karspeldreef bij Hogevecht
4.9652323004,52.3147691253,Brug no. 1044,gooiseweg14 in de Gooiseweg bij het Kraaiennestpad
4.9635371443,52.3166416188,Brug no. 1045,gooiseweg13 in de Gooiseweg bij het Gulden Kruispad
4.9617668863,52.3185664989,Brug no. 1046,gooiseweg12 in de Gooiseweg bij de Bijlmerdreef
4.9593046185,52.3212487305,Brug no. 1048,gooiseweg10 in de Gooiseweg bij het Strandvlietpad
4.958027887,52.3226258522,Brug no. 1049,gooiseweg11 in de Gooiseweg bij Develstein
4.9569737788,52.3237750603,Brug no. 1050,gooiseweg9 in de Gooiseweg bij Daalwijkdreef
4.9554529663,52.3256979908,Brug no. 1051,gooiseweg8 in de Gooiseweg bij het Zilvermeeuwpad
4.9744859215,52.3144985746,Brug no. 1060,in de Karspeldreef over de Groesbeekdreef
4.9676194664,52.3121274958,Brug no. 1062,gooiseweg15 in de Gooiseweg bij de Karspeldreef
4.9525213119,52.3125308834,Brug no. 1063,hoogoorddreef2 in de Hoogoorddreef bij het Abcouderpad
4.954806554,52.3133081318,Brug no. 1064,hoogoorddreef3 in de Hoogoorddreef bij het Bijlmerplein
4.956474888,52.3083131704,Brug no. 1065,karspeldreef4 in de Karspeldreef bij het Abcouderpad
4.9574994918,52.3086509958,Brug no. 1066,karspeldreef5 in de Karspeldreef bij Huigenbos
4.9582612392,52.3173909219,Brug no. 1067,fleerde3 in de opstelplaats van Fleerde
4.9486321088,52.319184607,Brug no. 1076,dolingadreef1 in de Dolingadreef bij het Strandvlietpad
4.961262631,52.3062550037,Brug no. 1077,huntumdreef1 in de Huntumdreef bij de Gaasperdammerweg
4.9694540974,52.3102367729,Brug no. 1083,gooiseweg16 in de Gooiseweg bij het Bullewijkpad
4.9714174744,52.3079966618,Brug no. 1084,gooiseweg18 in de Gooiseweg bij de Gaasperdammerweg
4.9832218763,52.322122552,Brug no. 1132,geerdinkhof7 tussen de Bijlmerweide en de Gaandeweg
4.9829858419,52.3215028455,Brug no. 1134,geerdinkhof8 tussen de 's Gravendijkdreef en de Gaandeweg
4.9823260184,52.3212766012,Brug no. 1135,grunder tussen de 's Gravendijkdreef en de Gaandeweg
4.9691188213,52.3185615802,Brug no. 1150,kelbergenpad1 in het Kelbergenpad bij de Kneppelweg
4.9596157547,52.3122062059,Brug no. 1162,hofgeest in het Kraaiennestpad naar het Bijlmerpark
4.9589291092,52.3054694311,Brug no. 1163,abcouderpad in het Abcouderpad bij Huigenbos
4.9609300371,52.3108943535,Brug no. 1164,bijlmerpark1 bij Hogevecht naar het Bijlmerpark
4.9625286337,52.3092216853,Brug no. 1165,huntum2 in het Bullewijkpad bij het Bijlmerpark
4.9639448401,52.3074308764,Brug no. 1166,huntum3 in Huntum bij het Bijlmerpark
4.9640145775,52.3064796847,Brug no. 1167,huntum1 in Huntum bij de Gaasperdammerweg
4.9539831158,52.3273044672,Brug no. 1201,gooiseweg7 in de Gooiseweg bij het Waterhoenpad
4.9496862169,52.3320415934,Brug no. 1216,gooiseweg6 in de Gooiseweg bij de Diemerdreef
4.9436458822,52.3369453779,Duivendrechtsebrug (1267),rozenbruglaan3 in de Rozenburglaan over de Weespertrekvaart
4.946478295,52.3343984935,Brug no. 1268,gooiseweg5 in de Gooiseweg over de Venserwetering
4.9426320072,52.336742157,Brug no. 1269,gooiseweg1 in de Gooiseweg over de Weespertrekvaart
4.9383780237,52.3391610808,Brug no. 1270,gooiseweg4 in de Gooiseweg bij het Afvalpunt Rozenburglaan
4.981435525,52.2946077492,Brug no. 1350,snellewaardgracht in de Schaarsbergenstraat over de Snellerwaardgracht
4.9799656745,52.291097062,Brug no. 1450,spankenkade in het Steengroevenpad bij de Spankenkade
5.0145970162,52.2990408247,Wilhelminabrug (1490),gein tussen Gein Noord en Gein Zuid over het Gein
4.8478293296,52.3239127666,Brug no. 1513,amsterdamse_bos51 ten zuiden van de Bosbaan in het Amsterdamse Bos
5.0143301364,52.3103400842,Brug no. 1550,stammerlandweg in de Stammerlandweg in Driemond
4.8558974143,52.3308303143,Brug no. 1552,oostelijke_toegang_tennispark_am bij Sportpark Amstelpark over de Hoornsloot
4.8511284467,52.3299484691,Brug no. 1553,westelijke_toegang_tennispark_am bij Sportpark Amstelpark over de Hoornsloot
4.8989039537,52.3326562353,Rozenoordbrug (1638),jan_vroegop_singel in de Amstelveenlijn over de Amstel
4.992958295,52.392512527,Brug no. 1750,ransdorp3 achter de kerk in Ransdorp over de Weersloot
4.8422503348,52.3693882738,Brug no. 1800,jan_evertsenstraat7 in de Jan Evertsenstraat bij de Einsteinweg
4.8809224244,52.3331282744,Brug no. 1801,rotterdamsepad1 in het Rotterdamsepad bij Holy.
4.8809224244,52.3293583769,Brug no. 1802,rotterdamsepad2 in het Rotterdamsepad bij Hinderstein
4.8143553611,52.3420239585,Brug no. 1850,sloterweg2 in de Sloterweg richting Nieuw Sloten
4.7935199615,52.350770401,Brug no. 1886,pieter_calandlaan5 in Pieter Calandlaan bij de Baden Powellweg
4.8341661569,52.3518779199,Brug no. 1893,plesmanlaan3 bij Station Heemstedestraat over de Slotervaart
4.8814990994,52.3648433295,Melkwegbrug (1900),lijnbaansgracht_bij_melkweg in de Lijnbaansgracht bij de Melkweg
4.8902940627,52.3828747292,Brug no. 1901,hollandse_tuin in de Hollandse Tuin bij het Westerdok
4.8782455798,52.3839257811,Brug no. 1902,de_wittenkade_hoek_1e_nassaustra in de Van der Duynstraat over de Kostverlorenvaart
4.9224752065,52.3702011998,Ezelsbrug (1904),poolstraat_hoek_waaigat in de Poolstraat over de Wittenburgervaart
4.9138224002,52.3686224848,Nijlpaardenbrug (1907),entrepotdok_hoek_plantage_kerkla in de Plantage Kerklaan over het Entrepotdok
4.8819255706,52.3896815655,Brug no. 1908,le_mairegracht in de Noordkaapstraat over de Le Mairegracht
4.8812442895,52.3891577481,Brug no. 1909,suikerplein tussen het Suikerplein en de Henri Curri�rekade
4.8817968246,52.3887550593,Robi�nnabrug (1910),martin_vlaarkade in de Martin Vlaarkade over de Van Noordtgracht
4.8380446311,52.3894188391,Brug no. 1911,radarweg4 in de Radarweg bij Station Amsterdam Sloterdijk
4.8043507215,52.3854867598,Brug no. 1913,brettenpad in het Brettenpad bij de Australi�havenweg
4.9215739843,52.3727263714,Witte Katbrug (1914),kattenburgervaart in de Jacob Burggraafstraat over de Kattenburgervaart
4.9461483833,52.3673475166,Brug no. 1915,th_k_van_lohuizenstraat in de Th.K. van Lohuizenstraat over de Nieuwe Vaart
4.9461537477,52.3666662084,Brug no. 1916,th_k_van_lohuizenstraat in de Th.K. van Lohuizenstraat over het Lozingskanaal
4.8089802143,52.3854343734,Brug no. 1917,senneweg in het Brettenpad bij volkstuinenpark De Bretten
4.8497739312,52.4004127237,Brug no. 1919,nieuwe_hemweg1 in de Nieuwe Hemweg bij de Kabelweg
4.8821830627,52.3620425335,Hein Donnerbrug (1922),max_euweplein in Het Max Euweplein over de Singelgracht
4.8686915513,52.3642406001,Ketelhuisbrug (1923),voetgangersbrug in de Ten Catestraat over het Jacob van Lennepkanaal
4.9198949214,52.360117907,Brug no. 1925,oosterpark1 in het centrale deel van het Oosterpark
4.8665263184,52.3886389729,Brug no. 1929,waternatuurtuin7 in de Waternatuurtuin van het Westerpark bij het Overbrakerpad
4.8660059699,52.3878597739,Brug no. 1930,westerpark in de Waternatuurtuin van het Westerpark bij het Overbrakerpad
4.8677205917,52.3718445428,Katterug (1935),bilderdijkkade_hoek_hugo_de_groo in de Bilderdijkkade over de Hugo de Grootgracht
4.8346650478,52.3851495211,Brug no. 1936,radarweg in de Radarweg over de Haarlemmervaart
4.8469763872,52.3953212114,Brug no. 1937,kabelweg1 in de spoorbaan over de Kabelweg
4.9107646819,52.3746872918,Mr. J.J. van der Veldebrug (1939),oosterdok tussen de Oosterdokskade en NEMO
4.938509452,52.3699318069,Brug no. 1940,c_v_eesterenlaan in de C. van Eesterenlaan over de Entrepothaven
4.9312245723,52.3493990706,Brug no. 1944,hugo_de_vrieslaan in de Hugo de Vrieslaan naar het Frankendaelpark
4.836156356,52.3890292482,Brug no. 1945,radarweg3 in de Radarweg bij het Orlyplein
4.8648284801,52.3927753724,Brug no. 1946,nieuwe_hemweg8 in de spoorbaan over de Transformatorweg
4.806246353,52.3944727064,Brug no. 1948,noordzeeweg1 in de spoorbaan over de Noordzeeweg
4.8016738769,52.3858796561,Brug no. 1950,australiehavenweg1 in de Australi�havenweg over de spoorbaan
4.9238002177,52.3646877344,Olifantsbrug (1957),alexanderkade_hoek_wilhelmina_bl in het Wilhelmina Blomberghplein over de Singelgracht
4.8187434551,52.3847369731,Brug no. 1958,seineweg in de Seineweg over de Haarlemmervaart
4.8402601358,52.3850283764,Brug no. 1961,kimpoweg in de Kimpoweg bij de Haarlemmerweg
4.8343002673,52.3849465217,Brug no. 1963,radarweg2 in de Radarweg bij de Haarlemmerweg
4.8350298282,52.3849596185,Brug no. 1964,radarweg1 in de Radarweg bij de Haarlemmerweg
4.9338424083,52.3665417374,Panamabrug (1965),panamalaan in de Panama over het Lozingskanaal
4.9338102218,52.3672197721,Panamabrug (1966),panamalaan1 in de Panamalaan over de Nieuwe Vaart
4.8694372054,52.3855293238,Brug no. 1973,haarlemmerweg2 bij de Van Hallstraat over de Haarlemmervaart
4.9367231008,52.3695551453,Borneosteiger (1981),borneosteiger1 in de Borneosteiger over de Entrepothaven
4.9364548799,52.3698630254,Jaap Hannisbrug (1982),borneokade1 in de Borneokade over de Entrepotvaven
4.9488896009,52.37300721,Serang (1983),seranggracht_hoek_sumatrakade in de Sumatrakade over de Seranggracht
4.9329465505,52.3780636373,Conscience (1984),seranggracht_hoek_kratontuin in Kratontuin over de Seranggracht
4.9325978633,52.3773464721,Idee (1985),seranggracht_hoek_javakade in de Javakade over de Seranggracht
4.9301570531,52.3788921289,Majang (1986),majanggracht_hoek_surinamekade in de Sumatrakade over de Majanggracht
4.9300122138,52.3785974103,Kunst (1987),majanggracht_hoek_taman_sapi1 in de Taman Sapituin over de Majanggracht
4.9298244592,52.3781880758,Light (1988),majanggracht_hoek_taman_sapi in de Taman Sapituin over de Majanggracht
4.9296581622,52.3778573307,Image (1989),majanggracht_hoek_javakade in de Javakade over de Majanggracht
4.9276035901,52.3793243791,Lamong (1990),lamongracht_hoek_surinamekade in de Sumatrakade over de Lamonggracht
4.9274587508,52.3789379738,Society (1991),lamonggracht_hoek_java in de Imogirituin over de Lamonggracht
4.9271368858,52.3783387113,Word (1992),lamonggracht_hoek_javakade in de Javakade over de Lamongracht
4.9254685518,52.3796583878,Brantas (1993),brantasgracht_hoek_sumatrakade in de Sumatrakade over de Brantasgracht
4.9253076192,52.3793374775,Enseignement (1994),brantasgracht_hoek_tosarituin in de Tosarituin over de Brantasgracht
4.9250125762,52.3786792768,Wetenschap (1995),brantasgracht_hoek_javakade in de Javakade over de Brantasgracht
